1225,1259,1314
1314,1259,1348
1276,1365,1331
1310,1365,1276
1242,1187,1276
1276,1331,1242
213,234,179
1298,1264,1209
1353,1264,1298
881,915,970
664,698,753
735,646,680
217,162,196
102,115,136
39,18,31
31,52,39
10,2,7
329,308,363
1136,1225,1191
1191,1225,1280
1280,1225,1314
1280,1314,1369
1369,1335,1280
1317,1283,1228
1228,1283,1194
1194,1283,1249
1249,1283,1338
1262,1351,1317
1317,1228,1262
542,508,453
1242,1331,1297
1297,1331,1386
281,336,302
564,509,598
213,192,247
247,281,302
1221,1255,1310
1221,1310,1276
1276,1187,1221
1221,1187,1132
1153,1187,1242
721,755,810
1111,1056,1145
595,540,629
506,540,595
595,561,506
315,336,281
315,281,260
260,294,315
658,569,603
781,870,836
836,802,747
747,781,836
629,540,574
663,629,574
608,663,574
1260,1349,1315
959,870,904
1048,1014,959
815,870,781
904,870,815
492,403,437
181,236,202
202,236,257
215,236,181
5,2,10
10,18,5
1,2,5
1083,994,1028
1083,1028,1117
1282,1316,1371
1371,1337,1282
1133,1099,1044
955,989,1044
1133,1167,1222
1065,976,1010
1010,1099,1065
1044,1099,1010
1010,955,1044
1319,1264,1353
1154,1120,1065
1209,1120,1154
1065,1099,1154
1072,1038,983
983,1017,1072
949,915,860
983,1038,949
1114,1148,1203
1203,1148,1237
1203,1258,1169
1169,1114,1203
1059,1148,1114
1114,1025,1059
1059,1025,970
1292,1258,1203
1203,1237,1292
1237,1326,1292
1271,1326,1237
1360,1326,1271
1237,1148,1182
1182,1216,1271
1271,1237,1182
1279,1245,1190
1253,1287,1342
1342,1308,1253
507,418,452
452,418,363
363,397,452
507,596,562
850,761,795
740,829,795
562,596,651
651,617,562
651,596,685
685,740,651
470,381,415
415,381,360
648,737,703
559,593,648
826,915,881
826,771,860
860,915,826
737,771,826
703,737,792
792,737,826
826,881,792
792,881,847
936,1025,991
970,1025,936
881,970,936
847,881,936
719,664,753
753,808,719
1054,1109,1020
944,910,855
855,910,821
766,855,821
502,447,536
536,570,625
243,222,277
466,432,377
217,196,251
285,306,251
165,144,199
128,115,94
94,107,128
107,120,141
196,162,141
141,162,128
128,107,141
332,277,311
67,80,101
59,80,46
46,80,67
38,59,46
169,190,135
135,190,156
156,122,135
135,122,101
177,122,156
546,580,635
635,580,669
669,724,635
525,470,559
219,164,198
177,232,198
88,122,109
101,122,88
88,67,101
109,75,88
109,164,130
1301,1335,1390
887,798,832
701,646,735
612,646,701
701,667,612
832,798,743
743,777,832
688,777,743
578,523,612
612,667,578
1372,1283,1317
1304,1249,1338
1171,1116,1205
1205,1260,1171
1139,1050,1084
1139,1228,1194
1262,1228,1173
1173,1228,1139
1139,1084,1173
1220,1254,1309
1309,1254,1343
1275,1364,1330
1309,1364,1275
1275,1220,1309
1076,1131,1042
1042,987,1076
1165,1254,1220
1199,1254,1165
1165,1110,1199
1076,1110,1165
1220,1131,1165
1165,1131,1076
419,364,453
453,508,419
754,720,665
521,432,466
356,390,445
453,364,398
377,432,398
487,542,453
487,432,521
398,432,487
487,453,398
487,576,542
521,576,487
844,755,789
844,899,810
810,755,844
988,899,933
933,899,844
789,755,700
721,632,666
666,611,700
666,755,721
700,755,666
577,611,666
666,632,577
268,234,213
268,302,323
268,213,247
247,302,268
357,378,323
302,336,357
323,302,357
276,255,310
310,331,276
310,255,289
255,234,289
289,234,268
268,323,289
263,242,297
276,331,297
297,242,276
208,242,263
208,153,187
187,242,208
200,234,255
179,234,200
483,572,538
483,394,428
420,509,475
475,509,564
564,530,475
598,632,687
687,632,721
585,640,551
661,572,606
551,640,606
606,640,695
695,661,606
422,511,477
291,312,257
257,236,291
260,281,226
247,192,226
226,281,247
30,51,38
1098,1009,1043
1064,1009,1098
1098,1153,1064
1098,1187,1153
1132,1187,1098
1043,1132,1098
954,899,988
954,988,1043
1043,1009,954
1179,1124,1213
1145,1056,1090
1090,1124,1179
1179,1145,1090
1166,1255,1221
1221,1132,1166
1111,1145,1200
1200,1255,1166
1166,1111,1200
1247,1281,1336
1192,1281,1247
1302,1213,1247
1336,1391,1302
1302,1247,1336
616,527,561
370,336,315
616,671,582
582,527,616
493,527,582
582,548,493
493,548,459
459,404,493
370,404,459
459,425,370
925,1014,980
925,870,959
959,1014,925
836,870,925
692,781,747
692,658,603
747,658,692
980,946,891
891,802,836
925,980,891
891,836,925
461,372,406
406,495,461
1105,1050,1139
1139,1194,1105
930,875,964
964,1019,930
608,574,519
1226,1137,1171
1192,1137,1226
1226,1281,1192
1315,1281,1226
1226,1260,1315
1171,1260,1226
1061,1116,1027
959,904,993
993,1048,959
815,781,726
726,781,692
458,513,424
458,403,492
369,403,458
458,424,369
424,390,369
424,513,479
479,534,445
479,390,424
445,390,479
385,364,419
406,372,351
5,18,13
1075,986,1020
1020,1109,1075
897,986,952
1096,1007,1041
1041,1007,952
952,986,1041
