-0.22177,0.89625,5.56732
-0.26547,1.00504,5.54787
-0.28166,0.74059,5.58700
-0.03842,0.98698,5.55367
-0.44985,0.95883,5.54633
-0.08401,0.67133,5.59729
-0.16759,1.17733,5.51670
-0.47314,0.70882,5.57992
0.11127,0.86081,5.56925
-0.45886,1.15588,5.50757
-0.22811,0.52285,5.60915
0.04819,1.17817,5.51655
-0.63089,0.86248,5.54535
0.11206,0.63077,5.59576
-0.29401,1.32583,5.47875
-0.47366,0.51270,5.59683
0.23877,1.00927,5.54030
-0.65207,1.11946,5.49735
-0.05848,0.42209,5.61605
-0.01721,1.36370,5.47611
-0.70421,0.67473,5.55933
0.29397,0.72359,5.57532
-0.49433,1.36932,5.45475
-0.35177,0.34416,5.61306
0.26042,1.21754,5.50069
-0.80722,0.97178,5.50570
0.15748,0.42715,5.60806
-0.18789,1.49973,5.43917
-0.66942,0.45560,5.57889
0.41821,0.91156,5.54196
-0.71420,1.30482,5.44810
-0.14412,0.24241,5.62220
0.17176,1.43247,5.45643
-0.88575,0.74793,5.52495
0.37196,0.54055,5.58509
-0.42663,1.55084,5.41216
-0.52867,0.25469,5.60014
0.45123,1.15780,5.49892
-0.90400,1.13832,5.45956
0.10871,0.23507,5.61748
-0.01915,1.60541,5.41430
-0.86239,0.48865,5.54824
0.53486,0.74885,5.55042
-0.68910,1.49738,5.40109
-0.29715,0.11543,5.61780
0.37420,1.41797,5.44981
-1.02196,0.88991,5.48330
0.36822,0.33764,5.59653
-0.28611,1.69657,5.38038
-0.73063,0.23922,5.57372
0.60886,1.02539,5.50606
-0.93032,1.33559,5.41010
-0.00993,0.06932,5.62204
0.18556,1.64430,5.40123
-1.03616,0.59404,5.51072
0.58766,0.54604,5.56231
-0.59051,1.67913,5.36061
-0.49608,0.04541,5.60052
0.56937,1.33025,5.45335
-1.10516,1.07976,5.43600
0.29262,0.13661,5.60749
-0.09330,1.79430,5.35946
-0.93561,0.29383,5.53834
0.72074,0.83783,5.51851
-0.88676,1.54372,5.36143
-0.18674,-0.05704,5.61809
0.40680,1.61514,5.39806
-1.17685,0.75866,5.46841
0.57260,0.32340,5.57602
-0.42874,1.83348,5.32978
-0.71977,0.03796,5.57016
0.73792,1.17761,5.46496
-1.12654,1.29957,5.38454
0.15556,-0.04294,5.61488
0.13435,1.83338,5.34825
-1.12456,0.41454,5.49913
0.77599,0.61200,5.53363
-0.77542,1.74465,5.31860
-0.40677,-0.13207,5.60145
0.62388,1.51789,5.40421
-1.27022,0.96940,5.42089
0.48866,0.10003,5.59017
-0.21590,1.94480,5.30916
-0.94772,0.09620,5.53103
0.86496,0.97123,5.48167
-1.08254,1.53114,5.33236
-0.03789,-0.18633,5.61473
0.38028,1.80712,5.34575
-1.28430,0.59326,5.45736
0.76658,0.36524,5.55018
-0.60204,1.92151,5.28541
-0.65295,-0.14701,5.57034
0.81704,1.35619,5.41897
-1.30348,1.21191,5.36806
0.34320,-0.10451,5.60172
0.03374,1.99951,5.29755
-1.16191,0.21974,5.48951
0.93800,0.72506,5.50056
-0.97178,1.75773,5.28493
-0.27522,-0.27977,5.60210
0.62445,1.71242,5.35250
-1.40002,0.81987,5.41106
0.68817,0.11523,5.56746
-0.37563,2.05783,5.26287
-0.90741,-0.09712,5.52818
0.96973,1.13809,5.43990
-1.27053,1.46928,5.31240
0.13968,-0.27483,5.60684
0.30460,1.98841,5.29397
-1.34812,0.40396,5.44829
0.94526,0.45421,5.52051
-0.79659,1.96330,5.24707
-0.54255,-0.31335,5.57344
0.84925,1.55162,5.36857
-1.45715,1.08160,5.35823
0.54341,-0.11969,5.58332
-0.10839,2.13859,5.24955
-1.15187,0.01898,5.48296
1.07042,0.87634,5.46315
-1.17045,1.72392,5.25943
-0.11011,-0.39583,5.60039
0.57755,1.90669,5.29939
-1.49307,0.64007,5.40433
0.88310,0.17670,5.54074
-0.56390,2.13155,5.22064
-0.82182,-0.28056,5.53043
1.03547,1.33002,5.39268
-1.44587,1.36306,5.30022
0.33864,-0.32222,5.59385
0.18464,2.15237,5.24397
-1.36919,0.19978,5.44080
1.10423,0.58445,5.48720
-1.00292,1.96086,5.21515
-0.39525,-0.45674,5.57743
0.83558,1.75532,5.31500
-1.58175,0.91638,5.35322
0.74864,-0.09053,5.56053
-0.28479,2.24604,5.20439
-1.09661,-0.17976,5.48113
1.16992,1.05865,5.42067
-1.36389,1.64686,5.24202
0.08156,-0.47741,5.59435
0.48689,2.09331,5.24648
-1.54904,0.43743,5.39891
1.06612,0.28030,5.51080
-0.77216,2.16460,5.18289
-0.69728,-0.44918,5.53677
1.06022,1.53886,5.34036
-1.60206,1.21793,5.29429
0.55117,-0.32824,5.57598
0.02635,2.29294,5.19619
-1.34840,-0.01112,5.43550
1.23893,0.75073,5.44946
-1.21236,1.91597,5.19043
-0.21532,-0.57223,5.57955
0.77816,1.95976,5.25970
-1.67386,0.72251,5.35125
0.95334,-0.01827,5.53379
-0.48779,2.31797,5.16228
-0.99919,-0.37023,5.48503
1.23357,1.26493,5.37246
-1.54663,1.52879,5.23214
0.29388,-0.52170,5.58308
0.35452,2.26480,5.19528
-1.56512,0.22027,5.39439
1.23239,0.42292,5.47745
-0.99182,2.15650,5.15057
-0.53937,-0.59804,5.54476
1.04200,1.75614,5.28431
-1.73144,1.03988,5.29348
0.76866,-0.29319,5.55397
-0.16425,2.40461,5.15076
-1.28605,-0.22115,5.43390
1.34322,0.94707,5.40643
-1.41736,1.83035,5.17350
-0.00979,-0.65598,5.57695
0.67869,2.15776,5.20442
-1.73138,0.50609,5.35048
1.14867,0.09448,5.50376
-0.71070,2.35096,5.12387
-0.86563,-0.54784,5.49372
1.25875,1.48833,5.31852
-1.71218,1.37311,5.22875
0.52044,-0.52668,5.56683
0.18464,2.41456,5.14636
-1.54033,-0.00365,5.39094
1.37623,0.60072,5.43978
-1.21563,2.10706,5.12497
-0.34818,-0.72059,5.55180
0.98030,1.97440,5.22628
-1.83045,0.83359,5.29623
0.98517,-0.21709,5.52822
-0.38085,2.48246,5.10788
-1.18238,-0.42336,5.43781
1.41281,1.16747,5.35731
-1.61240,1.70532,5.16425
0.21577,-0.70427,5.56847
0.53865,2.34190,5.15083
-1.74985,0.27498,5.35009
1.32761,0.24514,5.47059
-0.94494,2.34394,5.09011
-0.70004,-0.70734,5.50522
1.24186,1.72078,5.26024
-1.85308,1.18464,5.23092
0.75377,-0.49147,5.54634
-0.01758,2.53665,5.09978
-1.47589,-0.22775,5.38929
1.49105,0.80882,5.39660
-1.43519,2.01819,5.10704
-0.12919,-0.81223,5.55411
0.87633,2.18670,5.16810
-1.89569,0.60445,5.30079
1.19633,-0.10013,5.49860
-0.61756,2.52221,5.06818
-1.04301,-0.61353,5.44708
1.44428,1.40535,5.30212
-1.79112,1.54301,5.16202
0.45689,-0.71397,5.55451
0.36061,2.50526,5.09979
-1.72726,0.03642,5.34948
1.48563,0.43129,5.43325
-1.18427,2.29574,5.06255
-0.50160,-0.84208,5.51710
1.18166,1.95504,5.19924
-1.96376,0.96824,5.23772
0.98523,-0.41626,5.52221
-0.24665,2.62552,5.05576
-1.37018,-0.44448,5.39183
1.57180,1.04172,5.34685
-1.64613,1.88969,5.09715
0.10911,-0.86960,5.54943
0.73254,2.38651,5.11122
-1.92231,0.35957,5.30569
1.39193,0.05483,5.46580
-0.86777,2.52103,5.03265
-0.87272,-0.78697,5.46035
1.43384,1.65351,5.24199
-1.94688,1.34727,5.16590
0.70587,-0.68384,5.53621
0.14935,2.64182,5.05129
-1.66548,-0.20352,5.34835
1.61425,0.64821,5.39056
-1.42078,2.20753,5.04260
-0.27304,-0.94654,5.52518
1.07800,2.18371,5.13768
-2.04095,0.72830,5.24756
1.21213,-0.30012,5.49399
-0.49684,2.67656,5.01469
